Name	ChrNr	Resolution	n	PHI	phi	binNrStart	binNrEnd	START	END	S
G401_BR1	6	40000	422	950	4	3	424	120000	17000000	3.5406809550939
G401_BR1	6	40000	422	950	4	7	428	280000	17160000	3.5441095546496446
G401_BR1	6	40000	422	950	4	11	432	440000	17320000	3.550258756118493
G401_BR1	6	40000	422	950	4	15	436	600000	17480000	3.555010280577502
G401_BR1	6	40000	422	950	4	19	440	760000	17640000	3.554340968426221
G401_BR1	6	40000	422	950	4	23	444	920000	17800000	3.5591804784967707
G401_BR1	6	40000	422	950	4	27	448	1080000	17960000	3.5604011354065284
G401_BR1	6	40000	422	950	4	31	452	1240000	18120000	3.5577938903555646
G401_BR1	6	40000	422	950	4	35	456	1400000	18280000	3.546723265527647
G401_BR1	6	40000	422	950	4	39	460	1560000	18440000	3.5491944018403547
G401_BR1	6	40000	422	950	4	43	464	1720000	18600000	3.555280881411558
G401_BR1	6	40000	422	950	4	47	468	1880000	18760000	3.5587411349192823
G401_BR1	6	40000	422	950	4	51	472	2040000	18920000	3.5690452664256886
G401_BR1	6	40000	422	950	4	55	476	2200000	19080000	3.5725858235237147
G401_BR1	6	40000	422	950	4	59	480	2360000	19240000	3.570603118757152
G401_BR1	6	40000	422	950	4	63	484	2520000	19400000	3.5665243882565423
G401_BR1	6	40000	422	950	4	67	488	2680000	19560000	3.5600301230667224
G401_BR1	6	40000	422	950	4	71	492	2840000	19720000	3.560475279502332
G401_BR1	6	40000	422	950	4	75	496	3000000	19880000	3.555025090594613
G401_BR1	6	40000	422	950	4	79	500	3160000	20040000	3.546218027749459
G401_BR1	6	40000	422	950	4	83	504	3320000	20200000	3.5471204677312937
G401_BR1	6	40000	422	950	4	87	508	3480000	20360000	3.5576447539004357
G401_BR1	6	40000	422	950	4	91	512	3640000	20520000	3.570375451719981
G401_BR1	6	40000	422	950	4	95	516	3800000	20680000	3.5803101168678166
G401_BR1	6	40000	422	950	4	99	520	3960000	20840000	3.5903718326690246
G401_BR1	6	40000	422	950	4	103	524	4120000	21000000	3.59133941840117
G401_BR1	6	40000	422	950	4	107	528	4280000	21160000	3.595809415909099
G401_BR1	6	40000	422	950	4	111	532	4440000	21320000	3.5992748010084457
G401_BR1	6	40000	422	950	4	115	536	4600000	21480000	3.6000760344662206
G401_BR1	6	40000	422	950	4	119	540	4760000	21640000	3.5994947597156455
G401_BR1	6	40000	422	950	4	123	544	4920000	21800000	3.59726152972859
G401_BR1	6	40000	422	950	4	127	548	5080000	21960000	3.6042547372496148
G401_BR1	6	40000	422	950	4	131	552	5240000	22120000	3.6109030992776123
G401_BR1	6	40000	422	950	4	135	556	5400000	22280000	3.614711937547875
G401_BR1	6	40000	422	950	4	139	560	5560000	22440000	3.619109921624766
G401_BR1	6	40000	422	950	4	143	564	5720000	22600000	3.6201419211273795
G401_BR1	6	40000	422	950	4	147	568	5880000	22760000	3.6127323811081067
G401_BR1	6	40000	422	950	4	151	572	6040000	22920000	3.605824070413541
G401_BR1	6	40000	422	950	4	155	576	6200000	23080000	3.59775230636498
G401_BR1	6	40000	422	950	4	159	580	6360000	23240000	3.586770277248698
G401_BR1	6	40000	422	950	4	163	584	6520000	23400000	3.5709668910043373
G401_BR1	6	40000	422	950	4	167	588	6680000	23560000	3.5652343989199355
G401_BR1	6	40000	422	950	4	171	592	6840000	23720000	3.566221696223416
G401_BR1	6	40000	422	950	4	175	596	7000000	23880000	3.560923533984141
G401_BR1	6	40000	422	950	4	179	600	7160000	24040000	3.551515147628393
G401_BR1	6	40000	422	950	4	183	604	7320000	24200000	3.5393709681904486
G401_BR1	6	40000	422	950	4	187	608	7480000	24360000	3.5330160497809424
G401_BR1	6	40000	422	950	4	191	612	7640000	24520000	3.5420740182683406
G401_BR1	6	40000	422	950	4	195	616	7800000	24680000	3.5572938578347784
G401_BR1	6	40000	422	950	4	199	620	7960000	24840000	3.564348482274094
G401_BR1	6	40000	422	950	4	203	624	8120000	25000000	3.571394051923065
G401_BR1	6	40000	422	950	4	207	628	8280000	25160000	3.581692201535542
G401_BR1	6	40000	422	950	4	211	632	8440000	25320000	3.5889104444095334
G401_BR1	6	40000	422	950	4	215	636	8600000	25480000	3.6012009193691035
G401_BR1	6	40000	422	950	4	219	640	8760000	25640000	3.6031052319427266
G401_BR1	6	40000	422	950	4	223	644	8920000	25800000	3.602488286671158
G401_BR1	6	40000	422	950	4	227	648	9080000	25960000	3.6007064575315737
G401_BR1	6	40000	422	950	4	231	652	9240000	26120000	3.600970706883871
G401_BR1	6	40000	422	950	4	235	656	9400000	26280000	3.6056768353792705
G401_BR1	6	40000	422	950	4	239	660	9560000	26440000	3.6003025460392672
G401_BR1	6	40000	422	950	4	243	664	9720000	26600000	3.58714204178067
G401_BR1	6	40000	422	950	4	247	669	9880000	26800000	3.5806256974176676
G401_BR1	6	40000	422	950	4	251	673	10040000	26960000	3.5769539924393445
G401_BR1	6	40000	422	950	4	255	677	10200000	27120000	3.5574553056063
G401_BR1	6	40000	422	950	4	259	681	10360000	27280000	3.533684435027181
G401_BR1	6	40000	422	950	4	263	685	10520000	27440000	3.5218441816991826
G401_BR1	6	40000	422	950	4	267	689	10680000	27600000	3.5101206974984307
G401_BR1	6	40000	422	950	4	271	693	10840000	27760000	3.4941515470285487
G401_BR1	6	40000	422	950	4	275	697	11000000	27920000	3.483652271374833
G401_BR1	6	40000	422	950	4	279	701	11160000	28080000	3.4859767960678196
G401_BR1	6	40000	422	950	4	283	705	11320000	28240000	3.4796511651698747
G401_BR1	6	40000	422	950	4	287	709	11480000	28400000	3.4681524168740876
G401_BR1	6	40000	422	950	4	291	713	11640000	28560000	3.4660441873287566
G401_BR1	6	40000	422	950	4	295	717	11800000	28720000	3.4625191866609724
G401_BR1	6	40000	422	950	4	299	721	11960000	28880000	3.4554092955631557
G401_BR1	6	40000	422	950	4	303	725	12120000	29040000	3.447822004295621
G401_BR1	6	40000	422	950	4	307	729	12280000	29200000	3.4476452176835983
G401_BR1	6	40000	422	950	4	311	733	12440000	29360000	3.4440815889204184
G401_BR1	6	40000	422	950	4	315	737	12600000	29520000	3.4377420018109213
G401_BR1	6	40000	422	950	4	319	741	12760000	29680000	3.42801178067782
G401_BR1	6	40000	422	950	4	323	745	12920000	29840000	3.4238829743067654
G401_BR1	6	40000	422	950	4	327	749	13080000	30000000	3.420453581076547
G401_BR1	6	40000	422	950	4	331	753	13240000	30160000	3.415271257887818
G401_BR1	6	40000	422	950	4	335	757	13400000	30320000	3.4172140976935164
G401_BR1	6	40000	422	950	4	339	761	13560000	30480000	3.4126084883200036
G401_BR1	6	40000	422	950	4	343	765	13720000	30640000	3.413170234551427
G401_BR1	6	40000	422	950	4	347	769	13880000	30800000	3.4093241543329946
G401_BR1	6	40000	422	950	4	351	773	14040000	30960000	3.4126781170592544
G401_BR1	6	40000	422	950	4	355	777	14200000	31120000	3.4115793287620155
G401_BR1	6	40000	422	950	4	359	781	14360000	31280000	3.4135102032389817
G401_BR1	6	40000	422	950	4	363	785	14520000	31440000	3.4201879518216756
G401_BR1	6	40000	422	950	4	367	789	14680000	31600000	3.427709361517324
G401_BR1	6	40000	422	950	4	371	793	14840000	31760000	3.435329230973837
G401_BR1	6	40000	422	950	4	375	797	15000000	31920000	3.439963489052518
G401_BR1	6	40000	422	950	4	379	801	15160000	32080000	3.446469303669096
G401_BR1	6	40000	422	950	4	383	805	15320000	32240000	3.4431497184102637
G401_BR1	6	40000	422	950	4	387	809	15480000	32400000	3.4379155990106716
G401_BR1	6	40000	422	950	4	391	813	15640000	32560000	3.43511660803444
G401_BR1	6	40000	422	950	4	395	817	15800000	32720000	3.4320244222645417
G401_BR1	6	40000	422	950	4	399	821	15960000	32880000	3.4165406872904533
G401_BR1	6	40000	422	950	4	403	825	16120000	33040000	3.4057697374476237
G401_BR1	6	40000	422	950	4	407	829	16280000	33200000	3.3919863013720213
G401_BR1	6	40000	422	950	4	411	833	16440000	33360000	3.3864541578128087
G401_BR1	6	40000	422	950	4	415	837	16600000	33520000	3.382915799525791
G401_BR1	6	40000	422	950	4	419	841	16760000	33680000	3.3815038744779327
G401_BR1	6	40000	422	950	4	423	845	16920000	33840000	3.3804624674406885
G401_BR1	6	40000	422	950	4	427	849	17080000	34000000	3.3813676138141067
G401_BR1	6	40000	422	950	4	431	853	17240000	34160000	3.384141296542057
G401_BR1	6	40000	422	950	4	435	857	17400000	34320000	3.382435492766356
G401_BR1	6	40000	422	950	4	439	861	17560000	34480000	3.3740111600943243
G401_BR1	6	40000	422	950	4	443	865	17720000	34640000	3.3670562940400277
G401_BR1	6	40000	422	950	4	447	869	17880000	34800000	3.357968010122829
G401_BR1	6	40000	422	950	4	451	873	18040000	34960000	3.349052449019388
G401_BR1	6	40000	422	950	4	455	877	18200000	35120000	3.3370504488068993
G401_BR1	6	40000	422	950	4	459	881	18360000	35280000	3.3218278154514533
G401_BR1	6	40000	422	950	4	463	885	18520000	35440000	3.3225183143206887
G401_BR1	6	40000	422	950	4	467	889	18680000	35600000	3.3355349921472817
G401_BR1	6	40000	422	950	4	471	893	18840000	35760000	3.3443492180036603
G401_BR1	6	40000	422	950	4	475	897	19000000	35920000	3.3501488218991553
G401_BR1	6	40000	422	950	4	479	901	19160000	36080000	3.3560700249465647
G401_BR1	6	40000	422	950	4	483	905	19320000	36240000	3.3562896960388713
G401_BR1	6	40000	422	950	4	487	909	19480000	36400000	3.356828320604045
G401_BR1	6	40000	422	950	4	491	913	19640000	36560000	3.353218084823219
G401_BR1	6	40000	422	950	4	495	917	19800000	36720000	3.343510225931301
G401_BR1	6	40000	422	950	4	499	921	19960000	36880000	3.3374352789143256
G401_BR1	6	40000	422	950	4	503	925	20120000	37040000	3.3384594087436916
G401_BR1	6	40000	422	950	4	507	929	20280000	37200000	3.3457861896747434
G401_BR1	6	40000	422	950	4	511	933	20440000	37360000	3.3497495691015424
G401_BR1	6	40000	422	950	4	515	937	20600000	37520000	3.354933866724306
G401_BR1	6	40000	422	950	4	519	941	20760000	37680000	3.3580548684293703
G401_BR1	6	40000	422	950	4	523	945	20920000	37840000	3.3657641490918295
G401_BR1	6	40000	422	950	4	527	949	21080000	38000000	3.370340719759827
G401_BR1	6	40000	422	950	4	531	953	21240000	38160000	3.370582384542214
G401_BR1	6	40000	422	950	4	535	957	21400000	38320000	3.3783370553060954
G401_BR1	6	40000	422	950	4	539	961	21560000	38480000	3.3909191720981506
G401_BR1	6	40000	422	950	4	543	965	21720000	38640000	3.3956048479262506
G401_BR1	6	40000	422	950	4	547	969	21880000	38800000	3.410489899470962
G401_BR1	6	40000	422	950	4	551	973	22040000	38960000	3.4305772723609853
G401_BR1	6	40000	422	950	4	555	977	22200000	39120000	3.4514374281043554
G401_BR1	6	40000	422	950	4	559	981	22360000	39280000	3.471092429024989
G401_BR1	6	40000	422	950	4	563	985	22520000	39440000	3.4850471316359553
G401_BR1	6	40000	422	950	4	567	989	22680000	39600000	3.503826771154973
G401_BR1	6	40000	422	950	4	571	993	22840000	39760000	3.517289337936383
G401_BR1	6	40000	422	950	4	575	997	23000000	39920000	3.5266417023173346
G401_BR1	6	40000	422	950	4	579	1001	23160000	40080000	3.5349181549660385
G401_BR1	6	40000	422	950	4	583	1005	23320000	40240000	3.5409146480489397
G401_BR1	6	40000	422	950	4	587	1009	23480000	40400000	3.5408153780900644
G401_BR1	6	40000	422	950	4	591	1013	23640000	40560000	3.542619221676805
G401_BR1	6	40000	422	950	4	595	1017	23800000	40720000	3.5364571038527317
G401_BR1	6	40000	422	950	4	599	1021	23960000	40880000	3.5260995654041665
G401_BR1	6	40000	422	950	4	603	1025	24120000	41040000	3.5150581920564448
G401_BR1	6	40000	422	950	4	607	1029	24280000	41200000	3.509896016361668
G401_BR1	6	40000	422	950	4	611	1033	24440000	41360000	3.514796226743132
G401_BR1	6	40000	422	950	4	615	1037	24600000	41520000	3.5260203750450936
G401_BR1	6	40000	422	950	4	619	1041	24760000	41680000	3.5281758948110404
G401_BR1	6	40000	422	950	4	623	1045	24920000	41840000	3.536501680661391
G401_BR1	6	40000	422	950	4	627	1049	25080000	42000000	3.542987923287969
G401_BR1	6	40000	422	950	4	631	1053	25240000	42160000	3.5467876166956414
G401_BR1	6	40000	422	950	4	635	1057	25400000	42320000	3.55208435018256
G401_BR1	6	40000	422	950	4	639	1061	25560000	42480000	3.5499263377684827
G401_BR1	6	40000	422	950	4	643	1065	25720000	42640000	3.54197383676629
G401_BR1	6	40000	422	950	4	647	1069	25880000	42800000	3.5299081825753165
G401_BR1	6	40000	422	950	4	651	1073	26040000	42960000	3.513254365273815
G401_BR1	6	40000	422	950	4	655	1077	26200000	43120000	3.5111220516539645
G401_BR1	6	40000	422	950	4	659	1081	26360000	43280000	3.517442889133104
G401_BR1	6	40000	422	950	4	663	1085	26520000	43440000	3.516323415488883
G401_BR1	6	40000	422	950	4	668	1089	26720000	43600000	3.521991372867273
G401_BR1	6	40000	422	950	4	672	1093	26880000	43760000	3.515435600190405
G401_BR1	6	40000	422	950	4	676	1097	27040000	43920000	3.5177473731878672
G401_BR1	6	40000	422	950	4	680	1101	27200000	44080000	3.5225404251596353
G401_BR1	6	40000	422	950	4	684	1105	27360000	44240000	3.530220188036904
G401_BR1	6	40000	422	950	4	688	1109	27520000	44400000	3.5361690773610364
G401_BR1	6	40000	422	950	4	692	1113	27680000	44560000	3.5458332358626845
G401_BR1	6	40000	422	950	4	696	1117	27840000	44720000	3.5562467304581835
G401_BR1	6	40000	422	950	4	700	1121	28000000	44880000	3.568212945778789
G401_BR1	6	40000	422	950	4	704	1125	28160000	45040000	3.575506019413241
G401_BR1	6	40000	422	950	4	708	1129	28320000	45200000	3.577767232562562
G401_BR1	6	40000	422	950	4	712	1133	28480000	45360000	3.575632747983892
G401_BR1	6	40000	422	950	4	716	1137	28640000	45520000	3.569676266065565
G401_BR1	6	40000	422	950	4	720	1141	28800000	45680000	3.568142680080767
G401_BR1	6	40000	422	950	4	724	1145	28960000	45840000	3.56261300464433
G401_BR1	6	40000	422	950	4	728	1149	29120000	46000000	3.5575142706194534
G401_BR1	6	40000	422	950	4	732	1153	29280000	46160000	3.56052842547241
G401_BR1	6	40000	422	950	4	736	1157	29440000	46320000	3.5604733134662534
G401_BR1	6	40000	422	950	4	740	1161	29600000	46480000	3.5557392831304235
G401_BR1	6	40000	422	950	4	744	1165	29760000	46640000	3.5489963521250147
G401_BR1	6	40000	422	950	4	748	1169	29920000	46800000	3.5436394917689635
G401_BR1	6	40000	422	950	4	752	1173	30080000	46960000	3.5304106443237058
G401_BR1	6	40000	422	950	4	756	1177	30240000	47120000	3.5183922584587966
G401_BR1	6	40000	422	950	4	760	1181	30400000	47280000	3.5116215337666636
