Name	ChrNr	Resolution	n	PHI	phi	binNrStart	binNrEND	START	END	S
G401_BR1	21	40000	90	811	1	127	350	5040000	14000000	3.34853821542404
G401_BR1	21	40000	90	811	1	128	351	5080000	14040000	3.34378178238465
G401_BR1	21	40000	90	811	1	129	352	5120000	14080000	3.34185566811589
G401_BR1	21	40000	90	811	1	130	353	5160000	14120000	3.33814852526131
G401_BR1	21	40000	90	811	1	131	354	5200000	14160000	3.32911464852935
G401_BR1	21	40000	90	811	1	132	355	5240000	14200000	3.34522087575587
G401_BR1	21	40000	90	811	1	133	356	5280000	14240000	3.33645057858906
G401_BR1	21	40000	90	811	1	134	357	5320000	14280000	3.31691013955658
G401_BR1	21	40000	90	811	1	152	358	6040000	14320000	3.3037287894831
G401_BR1	21	40000	90	811	1	153	359	6080000	14360000	3.28171493281001
G401_BR1	21	40000	90	811	1	154	360	6120000	14400000	3.27828847306415
G401_BR1	21	40000	90	811	1	160	361	6360000	14440000	3.28404571580425
G401_BR1	21	40000	90	811	1	163	362	6480000	14480000	3.26179383494645
G401_BR1	21	40000	90	811	1	181	363	7200000	14520000	3.26063285060873
G401_BR1	21	40000	90	811	1	182	364	7240000	14560000	3.24039083131702
G401_BR1	21	40000	90	811	1	183	365	7280000	14600000	3.21912344643981
G401_BR1	21	40000	90	811	1	184	366	7320000	14640000	3.20808389479854
G401_BR1	21	40000	90	811	1	196	367	7800000	14680000	3.18761319240128
G401_BR1	21	40000	90	811	1	198	368	7880000	14720000	3.18478091901118
G401_BR1	21	40000	90	811	1	199	369	7920000	14760000	3.15460459771231
G401_BR1	21	40000	90	811	1	200	370	7960000	14800000	3.12423797780425
G401_BR1	21	40000	90	811	1	201	371	8000000	14840000	3.10048900768834
G401_BR1	21	40000	90	811	1	202	372	8040000	14880000	3.07020638176369
G401_BR1	21	40000	90	811	1	206	373	8200000	14920000	3.03481496297573
G401_BR1	21	40000	90	811	1	214	374	8520000	14960000	3.00442931663072
G401_BR1	21	40000	90	811	1	215	375	8560000	15000000	2.97865550017757
G401_BR1	21	40000	90	811	1	218	376	8680000	15040000	2.97540703933015
G401_BR1	21	40000	90	811	1	219	377	8720000	15080000	2.96769286683143
G401_BR1	21	40000	90	811	1	220	378	8760000	15120000	2.9190995692218
G401_BR1	21	40000	90	811	1	221	379	8800000	15160000	2.88362194265168
G401_BR1	21	40000	90	811	1	225	380	8960000	15200000	2.87560697417551
G401_BR1	21	40000	90	811	1	226	381	9000000	15240000	2.85512347788696
G401_BR1	21	40000	90	811	1	227	382	9040000	15280000	2.81653052982537
G401_BR1	21	40000	90	811	1	233	383	9280000	15320000	2.81086877966532
G401_BR1	21	40000	90	811	1	235	384	9360000	15360000	2.78312412833747
G401_BR1	21	40000	90	811	1	239	385	9520000	15400000	2.75088020735568
G401_BR1	21	40000	90	811	1	240	386	9560000	15440000	2.70736437495736
